poiID;title;text;
1;Amazing but tiring;We visited yesterday, this is a superb attraction full of historic buildings and museums. It does take sometime to get around and cam be very busy we took 4 hours to see everything and I would recommend going after lunch. To avoid the crowds. Make sure you have a good pair of walking shoes as it is all uphill will lots of stairs. I would not say that this is suitable for people with mobility issues as you cannot get everywhere due to the age of the castle.
1;Spend an afternoon at the castle!;Many surprising gems inside including the Royal crown and coronation stone, the oldest chapel in Edinburgh and plenty of spectacular views. Time your visit to see the 1 o’clock cannon go off. We spent a couple of hours and found it very worthwhile. Even the gift shop had items not found in other Royal Mile gift shops.
1;Iconic Edinburgh landmark;Had never been into the castle so felt that this was a 'must do'  attraction.<br><br>Overall it was OK, but did not have that wow factor. As one of my sons said, "It's a castle, if you have been to one then they are all the same". I tend to agree with him.<br><br>The views from the castle are great, and there are some museums to visit in the castle grounds. You can spend 2 to 3 hours here. <br><br>So some people will love it, but it just lacked a little something for us.<br><br>May be an obvious statement, but there are lots of tourists. May be a good idea to go early to miss the crowds.
1;Book before you visit.;You need to book to visit here. Very interesting place to visit, just oozing with history. Found the prison exhibition very interesting. The views from the walls are amazing, Edinburgh sure has some diverse architecture.  The castles exhibits are well lit, and text is a good size to read. Many lives are celebrated within its walls stories of heroism and sadness. Says a visit takes about two hours, think you'd need to visit at warp speed to do that! We had a good amble round, missed out on the jewels and one other display because  they close at 5.30pm and we went into the castle at 3.20pm we exited at 5.50pm the castle closes at 6pm. <br>Well worth the entry price you won't be disappointed.
1;Fascinating working castle;Spent a lovely day exploring the castle. Excellent audio tour and simply amazing views over the city. Lots to do for all the family. Would definitely recommend.
1;Beautiful historical site;Edinburgh is not only a beautiful historical site, it is an active military site. They have done a lovely job of creating interesting historical exhibits throughout the castle, including a display of the crown jewels and The Stone of Destiny (photos not permitted). There are several military memorials as well. Of course there are some shops including a great little whiskey shop. Recommend the elderberry whiskey.
1;Disappointed;We walked up to the castle which is quite a walk up there to be told we couldn’t have a ticket as you have to book on line. I said we didn’t have any internet connections with us. I was told that the tourist information shop might be able to help with a ticket after 11 o’clock but couldn’t be guaranteed. The tourist info shop was back down the hill! We were disappointed re booking on line!
1;Castle with views and hail;Great day out at the castle, cold and windy with add hail to make it feel like winter ! (Where is spring) We really enjoyed the views along with the castle it’s self. We’ll worry a visit
1;A good visit;Plan your trip in advance lest yoiu get swamped in the crowds on weekends. It is well worth a visit and has the Scottish crown jewels here.
1;Mobility Challenges were no problem;We travelled here with our 86 year old mother. The staff at the gate immediately offered a car to take us up to the top which was so kind and unexpected. This allowed mum to save her energy for touring at the top, which was spectacular, especially due to the sunny weather. A must-see in Edinburgh!!
2;Walk the halls of Royals;It is of special interest to be walking the same halls as the Royal Family does and to be viewing their official residence when visiting Scotland.<br>The audio information was informative. <br>We did not initially have this on our to do list. It was our last day and we are glad we did.
2;Beautiful architecture and very interesting audio tour;Spent a lovely afternoon walking around the Palace and Abbey. The audio tour was very informative and lunch in the cafe was delicious. Sadly the Abbey is undergoing renovation and covered in scaffolding but what we could see was beautiful
2;Admired from the outside;We arrived late in the day and admired Holyroodhouse from the outside. We knew we wouldn't have enough time to appreciate anything we saw if we bought tickets to enter. We went in the shops and through the tea room to a back garden area that my kids really enjoyed playing in.<br>We were here just days before the Queen died. So crazy!
2;Didn't Disappoint!;Enjoyed the palace and having access to so much! Nicely done in all areas including gift shop and cafe. Would go again!
2;Stunning Palace;Lovely to explore, but in reality you only need a couple of hours to go all the way around using the audio guide. The rooms are stunning and the insights by today's Royal Family provide a glimpse into how the palace is still in use today.
2;Holyrood Palace;Fabulous, thoroughly recommend the audio guides or you miss out on a lot of historical information. We spent a good half day there easily.
2;On the list of Royal residences visit;As we'd been to Windsor and Buckingham Palace, this was next. We'll worth the visit. Lovely grounds. Plenty of history and  Interesting how England and Scotland became united. There is a good cafe, clean with a good selection of drinks etc. Nice shop, expensive, but nice.
2;Royal Palace;The palace of Scottish and now British monarchy, in use for events and when the royals stay in Scotland.<br>It is at the end of the Royal mile and in beautiful park with Arthur Seat peak nearby. Parliament building is next door.<br>The palace itself is somewhat dark and in need of maintenance, but full of amazing artifacts and fascinating history throughout. Tapestries are noteworthy in particular.<br>The Royal apartments open to the public are worth seeing, but not too overwhelming.<br>The apartments of Mary, Queen of Scots’, and her husband, on the other side, are outstanding, particularly display of Mary’s jewels and the story of secretary’s murder.<br>For the history buff the great gallery would be also interesting, including the display of military ranks and honors.<br>The audio guides have very detailed tour and narration by royals, if you so prefer.<br>Unfortunately no photography, but printed guidebook is a beautiful memento.<br>We loved the ruins of the Abbey, romantic and inspirational. Definitely visit the ruins, just next to the Palace.<br>Overall a must visit in Edinburgh.
